Stock Code,Company Name,URL
0122,ADVANCE INFORMATION MARKETING BERHAD,http://www.aim-net.com.my
0181,AEMULUS HOLDINGS BERHAD,http://www.aemulus.com/
0048,ANCOM LOGISTICS BERHAD,http://ancomlogistics.listedcompany.com/home.html
0119,APPASIA BERHAD,http://www.appasia.com/
0068,ASDION BERHAD,http://www.asdion.com
0105,ASIA POLY HOLDINGS BERHAD,http://www.asiapoly.com.my
0072,AT SYSTEMATIZATION BERHAD,http://www.atsys.com.my/
0098,BAHVEST RESOURCES BERHAD,http://www.borneoaqua.com.my
0187,BCM ALLIANCE BERHAD,http://www.bcmalliance.com.my
0195,BINASAT COMMUNICATIONS BERHAD,http://binacom.com.my/
0179,BIOALPHA HOLDINGS BERHAD,http://bioa.com.my/
0011,BRITE-TECH BERHAD,http://www.brite-tech.com
0191,CABNET HOLDINGS BERHAD,http://www.cabnet.asia/
0163,CAREPLUS GROUP BERHAD,http://www.careplus.com
0102,CONNECTCOUNTY HOLDINGS BERHAD,http://www.connectcounty.com/
0152,DGB ASIA BERHAD,http://www.dsc.com.sg/
0131,DIVERSIFIED GATEWAY SOLUTIONS BERHAD,http://www.dgsbgroup.com
0205,DPI HOLDINGS BERHAD,http://www.dpiaerosol.com/
0154,EA HOLDINGS BERHAD,http://www.eah.com.my
0107,EDUSPEC HOLDINGS BERHAD,http://www.eduspec.com.my/
0100,ES CERAMICS TECHNOLOGY BHD,http://www.esceramics.com.my
0190,EVERSAFE RUBBER BERHAD,http://www.eversafe.com.my/
0150,FINTEC GLOBAL BERHAD,http://fintec.global/
0116,FOCUS DYNAMICS GROUP BERHAD,http://www.focusdynamics.com.my/
0157,FOCUS POINT HOLDINGS BERHAD,http://www.focus-point.com
0045,G NEPTUNE BERHAD,http://www.gprotechnologies.com
0206,GAGASAN NADI CERGAS BERHAD,https://nadicergas.com/
0198,GDB HOLDINGS BERHAD,https://www.gdbhb.com.my/
0104,GENETEC TECHNOLOGY BERHAD,http://www.genetec.net
0039,GFM SERVICES BERHAD,http://www.gfmservices.com.my/
0208,GREATECH TECHNOLOGY BERHAD,https://greatech-group.com/
0074,GREEN OCEAN CORPORATION BERHAD,http://www.greenoceancorp.com
0175,HENG HUAT RESOURCES GROUP BERHAD,http://www.henghuat.com.my
0160,HIAP HUAT HOLDINGS BERHAD,http://www.hiaphuat.com
0188,HLT GLOBAL BERHAD,http://www.hltglobal.com.my/
0209,I-STONE GROUP BERHAD,http://www.i-stone.com.my/
0174,iDIMENSION CONSOLIDATED BHD,http://www.idimensionsystems.com
0023,IFCA MSC BERHAD,http://www.ifca.com.my
0094,INIX TECHNOLOGIES HOLDINGS BERHAD,http://www.inix.com.my/
0147,INNITY CORPORATION BERHAD,http://www.innity.com/
0010,IRIS CORPORATION BERHAD,http://www.iris.com.my
0024,JAG BERHAD,https://www.jagb.com.my/
0146,JF TECHNOLOGY BERHAD,http://www.jftech.com.my
0127,JHM CONSOLIDATION BERHAD,http://www.jhm.net.my
0111,K-ONE TECHNOLOGY BERHAD,http://www.k-one.com
0170,KANGER INTERNATIONAL BERHAD,http://www.krbamboo.com
0193,KEJURUTERAAN ASASTERA BERHAD,http://asastera.com/
0036,KEY ALLIANCE GROUP BERHAD,http://www.dvm.com.my/
0210,KIM HIN JOO (MALAYSIA) BERHAD,http://www.mothercare.com.my/
0180,KIM TECK CHEONG CONSOLIDATED BERHAD,http://ktc.com.my/
0176,KRONOLOGI ASIA BERHAD,http://www.kronologi.asia/
0018,LAMBO GROUP BERHAD,http://www.omedia.asia/
0182,LKL INTERNATIONAL BERHAD,http://www.lklbeds.com/
0075,LYC HEALTHCARE BERHAD,https://www.lychealth.com
0103,M N C WIRELESS BERHAD,http://www.mnc.com.my
0017,M3 TECHNOLOGIES (ASIA) BERHAD,http://www.m3tech.com.my
0140,MACPIE BERHAD,http://macpieberhad.com/aboutus.php
0156,MANAGEPAY SYSTEMS BERHAD,http://www.mpsb.net
0189,MATANG BERHAD,http://matangholdings.com.my/
0167,MCLEAN TECHNOLOGIES BERHAD,http://www.mclean.com.sg
0081,MEGA SUN CITY HOLDINGS BERHAD,http://www.idealsuncity.cc
0207,MESTRON HOLDINGS BERHAD,http://www.mestron.com.my/
0126,MICROLINK SOLUTIONS BERHAD,http://www.microlink.com.my
0112,MIKRO MSC BERHAD,http://www.itmikro.com.my
0085,MLABS SYSTEMS BERHAD,http://www.mlabs.com.my/
0034,MMAG HOLDINGS BERHAD,http://www.ingenuity.com.my
0070,MQ TECHNOLOGY BERHAD,http://www.mqtech.com.my
0155,MALAYSIAN GENOMICS RESOURCE CENTRE BERHAD,http://www.mgrc.com.my
0213,MTAG GROUP BERHAD,https://mtaggroup.com/
0092,MTOUCHE TECHNOLOGY BERHAD,http://www.mtouche.com
0108,N2N CONNECT BERHAD,http://www.n2nconnect.com
0020,NETX HOLDINGS BERHAD,http://www.netx.com.my/
0096,NEXGRAM HOLDINGS BERHAD,http://www.nexgram.com
0026,NOVA MSC BERHAD,http://www.novamsc.com
0201,NOVA WELLNESS GROUP BERHAD,http://nova.my
0035,OPCOM HOLDINGS BERHAD,http://www.opcom.com.my
0040,OPENSYS (M) BERHAD,http://www.myopensys.com
0079,ORION IXL BERHAD,https://orionixl.com.my/
